year,country,value_bln_USD,quantity_mln_metric_tons
2023,SWZ,-0.28000000,-0.41526574
2023,SWE,-6.62000000,-15.38256043
2023,CHE,-8.13000000,-10.56475580
2023,SYR,-0.20000000,-0.16215901
2023,TJK,-0.20000000,-0.44564289
2023,THA,-41.26000000,-374.55014765
2023,TGO,-3.35000000,-3.71010979
2023,TKL,-0.00000000,-0.00166735
2023,TON,-0.05000000,-0.06221694
2023,TTO,4.94000000,8.82670111
2023,ARE,143.21000000,437.84949271
2023,TUN,-2.68000000,-1.92811721
2023,TUR,-26.71000000,-75.86961865
2023,TKM,14.11000000,22.03600366
2023,TCA,-0.06000000,-0.07425870
2023,TUV,-0.02000000,-0.02579038
2023,UGA,-1.93000000,-2.17998442
2023,UKR,-9.84000000,-10.36564747
2023,MKD,-0.86000000,-2.77437921
2023,EGY,-4.08000000,-7.19510552
2023,GBR,-46.88000000,-58.13229279
2023,TZA,-2.59000000,-1.73007754
2023,USA,82.35000000,144.17766871
2023,BFA,-1.94000000,-1.50601069
2023,URY,-2.32000000,-3.32196556
2023,UZB,-1.65000000,-7.97735657
2023,VEN,4.02000000,11.88212802
2023,WLF,-0.01000000,-0.01700203
2023,WSM,-0.09000000,-0.10752519
2023,YEM,-0.15000000,-0.23391128
2023,ZMB,-1.61000000,-1.94430600
